num;rfid;time;antenna;
32;2000FA4727F26900003F;17:24:53.463;8
32;2000FA4727F269000040;17:24:53.553;8
24;2000FA4727F269000030;17:24:54.443;4
24;2000FA4727F26900002F;17:24:54.613;4
29;2000FA4727F26900003A;17:24:56.043;2
33;2000FA4727F269000041;17:24:56.753;8
11;2000FA4727F269000015;17:24:58.283;12
14;2000FA4727F26900001B;17:24:59.948;8
14;2000FA4727F26900001C;17:24:59.963;8
38;2000FA4727F26900004C;17:25:01.513;2
15;2000FA4727F26900001D;17:25:02.223;2
32;2000FA4727F26900003F;17:26:20.328;2
32;2000FA4727F269000040;17:26:20.348;2
24;2000FA4727F26900002F;17:26:24.088;8
29;2000FA4727F26900003A;17:26:31.748;1
29;2000FA4727F269000039;17:26:31.763;1
20;2000FA4727F269000027;17:26:37.293;8
20;2000FA4727F269000028;17:26:37.303;8
40;2000FA4727F269000050;17:26:42.168;4
40;2000FA4727F26900004F;17:26:42.273;8
15;2000FA4727F26900001E;17:27:19.278;8
15;2000FA4727F26900001D;17:27:19.363;8
38;2000FA4727F26900004C;17:27:21.818;9
32;2000FA4727F26900003F;17:27:46.048;2
24;2000FA4727F269000030;17:27:50.388;2
24;2000FA4727F26900002F;17:27:50.433;9
33;2000FA4727F269000041;17:27:54.018;8
33;2000FA4727F269000042;17:27:54.148;2
29;2000FA4727F26900003A;17:28:03.258;10
29;2000FA4727F269000039;17:28:03.338;8
20;2000FA4727F269000028;17:28:08.703;8
20;2000FA4727F269000027;17:28:08.728;8
11;2000FA4727F269000015;17:28:18.953;2
40;2000FA4727F26900004F;17:28:20.243;1
14;2000FA4727F26900001B;17:28:23.803;2
14;2000FA4727F26900001C;17:28:23.823;2
38;2000FA4727F26900004C;17:29:09.943;8
38;2000FA4727F26900004B;17:29:10.193;2
32;2000FA4727F269000040;17:29:11.298;2
32;2000FA4727F26900003F;17:29:11.313;2
24;2000FA4727F26900002F;17:29:18.718;2
24;2000FA4727F269000030;17:29:18.728;2
29;2000FA4727F269000039;17:29:28.803;1
20;2000FA4727F269000028;17:29:37.598;2
20;2000FA4727F269000027;17:29:37.793;2
32;2000FA4727F26900003F;17:30:45.333;2
24;2000FA4727F269000030;17:30:46.708;4
24;2000FA4727F26900002F;17:30:46.738;8
33;2000FA4727F269000041;17:30:49.498;4
29;2000FA4727F269000039;17:30:53.263;2
29;2000FA4727F26900003A;17:30:53.273;2
38;2000FA4727F26900004C;17:31:00.803;12
20;2000FA4727F269000028;17:31:10.038;8
20;2000FA4727F269000027;17:31:10.243;2
40;2000FA4727F26900004F;17:31:28.258;8
32;2000FA4727F26900003F;17:32:10.258;2
15;2000FA4727F26900001E;17:32:20.128;4
15;2000FA4727F26900001D;17:32:20.208;4
24;2000FA4727F26900002F;17:32:21.353;4
24;2000FA4727F269000030;17:32:21.378;4
29;2000FA4727F269000039;17:32:23.153;2
29;2000FA4727F26900003A;17:32:23.178;2
33;2000FA4727F269000041;17:32:36.988;12
33;2000FA4727F269000042;17:32:37.153;8
38;2000FA4727F26900004C;17:32:46.023;2
40;2000FA4727F269000050;17:32:58.118;8
14;2000FA4727F26900001C;17:33:04.573;2
32;2000FA4727F269000040;17:33:36.653;8
32;2000FA4727F26900003F;17:33:36.673;8
29;2000FA4727F26900003A;17:33:50.733;2
29;2000FA4727F269000039;17:33:50.818;2
24;2000FA4727F26900002F;17:33:53.338;2
24;2000FA4727F269000030;17:33:53.418;2
20;2000FA4727F269000028;17:34:11.728;8
38;2000FA4727F26900004C;17:34:41.648;10
11;2000FA4727F269000015;17:35:02.343;2
32;2000FA4727F269000040;17:35:12.668;2
32;2000FA4727F26900003F;17:35:12.678;3
29;2000FA4727F26900003A;17:35:22.028;9
29;2000FA4727F269000039;17:35:22.298;1
24;2000FA4727F26900002F;17:35:24.093;12
24;2000FA4727F269000030;17:35:24.288;8
33;2000FA4727F269000041;17:35:33.698;2
33;2000FA4727F269000042;17:35:33.783;2
38;2000FA4727F26900004C;17:36:59.208;2
24;2000FA4727F269000030;17:37:22.048;2
24;2000FA4727F26900002F;17:37:22.068;2
null;300030396062C3B328C0000009B6;17:53:06.913;2
21;2000FA4727F269000029;18:18:52.358;4
21;2000FA4727F26900002A;18:18:52.608;14
6;2000FA4727F26900000C;18:18:53.133;4
6;2000FA4727F26900000B;18:18:53.308;4
7;2000FA4727F26900000D;18:18:54.338;1
27;2000FA4727F269000036;18:18:55.088;2
34;2000FA4727F269000043;18:18:55.723;2
25;2000FA4727F269000031;18:18:55.918;4
34;2000FA4727F269000044;18:18:56.023;8
25;2000FA4727F269000032;18:18:56.223;2
1;2000FA4727F269000001;18:18:56.973;2
1;2000FA4727F269000002;18:18:56.983;2
26;2000FA4727F269000033;18:18:57.668;1
26;2000FA4727F269000034;18:18:57.688;1
8;2000FA4727F269000010;18:18:58.153;10
8;2000FA4727F26900000F;18:18:58.173;10
4;2000FA4727F269000008;18:18:59.183;2
4;2000FA4727F269000007;18:18:59.248;10
5;2000FA4727F26900000A;18:19:02.723;2
6;2000FA4727F26900000C;18:20:17.408;2
21;2000FA4727F26900002A;18:20:22.323;2
7;2000FA4727F26900000D;18:20:24.018;2
37;2000FA4727F26900004A;18:20:26.818;10
37;2000FA4727F269000049;18:20:26.833;10
27;2000FA4727F269000036;18:20:45.663;8
27;2000FA4727F269000035;18:20:45.863;2
8;2000FA4727F269000010;18:20:50.583;8
8;2000FA4727F26900000F;18:20:50.668;8
1;2000FA4727F269000002;18:20:56.248;2
1;2000FA4727F269000001;18:20:56.373;10
26;2000FA4727F269000034;18:21:13.548;10
3;2000FA4727F269000005;18:21:17.238;4
4;2000FA4727F269000007;18:21:20.683;1
25;2000FA4727F269000031;18:21:24.663;2
6;2000FA4727F26900000B;18:21:45.603;8
6;2000FA4727F26900000C;18:21:45.618;8
7;2000FA4727F26900000D;18:21:54.998;8
7;2000FA4727F26900000E;18:21:55.568;8
21;2000FA4727F26900002A;18:22:02.518;10
21;2000FA4727F269000029;18:22:02.578;2
37;2000FA4727F269000049;18:22:11.283;10
8;2000FA4727F269000010;18:22:28.393;3
27;2000FA4727F269000036;18:22:34.223;8
1;2000FA4727F269000002;18:22:46.403;3
1;2000FA4727F269000001;18:22:46.418;2
26;2000FA4727F269000034;18:22:53.853;4
26;2000FA4727F269000033;18:22:53.873;4
3;2000FA4727F269000005;18:23:02.733;8
6;2000FA4727F26900000C;18:23:20.083;1
7;2000FA4727F26900000D;18:23:26.858;1
21;2000FA4727F26900002A;18:23:39.808;2
21;2000FA4727F269000029;18:23:39.908;2
37;2000FA4727F269000049;18:23:52.653;2
37;2000FA4727F26900004A;18:23:52.693;8
8;2000FA4727F269000010;18:24:05.098;3
27;2000FA4727F269000036;18:24:11.748;2
1;2000FA4727F269000001;18:24:33.558;2
4;2000FA4727F269000007;18:24:36.808;2
26;2000FA4727F269000033;18:24:38.668;8
26;2000FA4727F269000034;18:24:38.743;4
6;2000FA4727F26900000C;18:24:53.543;1
7;2000FA4727F26900000D;18:25:00.493;1
21;2000FA4727F26900002A;18:25:16.613;4
21;2000FA4727F269000029;18:25:16.648;4
8;2000FA4727F26900000F;18:25:45.628;12
8;2000FA4727F269000010;18:25:45.638;4
1;2000FA4727F269000002;18:26:21.288;2
1;2000FA4727F269000001;18:26:21.338;8
6;2000FA4727F26900000C;18:26:28.863;1
7;2000FA4727F26900000D;18:26:37.458;1
21;2000FA4727F26900002A;18:27:01.748;2
21;2000FA4727F269000029;18:27:01.828;2
8;2000FA4727F269000010;18:27:31.363;2
27;2000FA4727F269000036;18:28:01.438;2
27;2000FA4727F269000035;18:28:01.563;8
6;2000FA4727F26900000B;18:28:08.833;8
6;2000FA4727F26900000C;18:28:08.853;8
7;2000FA4727F26900000D;18:28:16.313;1
21;2000FA4727F269000029;18:28:42.403;2
21;2000FA4727F26900002A;18:28:42.413;2
27;2000FA4727F269000036;18:29:46.518;6
6;2000FA4727F26900000C;18:29:53.073;2
6;2000FA4727F26900000B;18:29:53.333;2
7;2000FA4727F26900000D;18:29:55.973;8
7;2000FA4727F26900000E;18:29:56.018;2
21;2000FA4727F26900002A;18:30:23.298;8
21;2000FA4727F269000029;18:30:23.428;2
1;2000FA4727F269000001;18:30:35.473;8
1;2000FA4727F269000002;18:30:35.503;8
6;2000FA4727F26900000B;18:32:02.603;8
6;2000FA4727F26900000C;18:32:02.633;8
7;2000FA4727F26900000D;18:32:10.398;2
7;2000FA4727F26900000E;18:32:10.538;1
8;2000FA4727F269000010;18:33:06.653;8
8;2000FA4727F26900000F;18:33:06.668;10
